,name,artists:name,id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
34,Life Is Confusing,Langhorne Slim,4sYjFmNN8Vv2Rjg8jhwrSX,171413,0.373,0.216,1,-11.41,1,0.0326,0.955,0.00105,0.0739,0.496,129.03,4
40,Kendall Drive,The Polar Boys,4l9Lf72kBNL1RTV3ZQvK17,164625,0.512,0.841,0,-6.344,1,0.0358,0.0286,0.0,0.164,0.89,160.01,4
46,Floating,VHS Collection,1FhH4YIos1vHe1ZvdyhYZ2,249374,0.564,0.804,0,-5.54,1,0.0456,0.00412,2.49e-05,0.649,0.736,125.02,4
2,Sour Patch Kids - Acoustic Redux,Bryce Vine,39eDF0uTls6xL3Ea8nWmku,252162,0.561,0.729,9,-6.643,1,0.112,0.089,0.0,0.124,0.874,73.436,4
8,The Wonder Years,Jon Bellion,7dElV0d6t6egBMvCVdxv0R,209186,0.659,0.611,6,-5.142,1,0.104,0.0825,0.0,0.148,0.577,101.438,4
14,I Love You Will Still Sound The Same,Oh Honey,6KRddNr4XlooytDWtefT7L,207123,0.607,0.737,3,-5.714,1,0.0309,0.0348,0.0,0.119,0.702,113.96,4
20,Help I'm Alive,Metric,1z4xjDLLWJgG48Bn8OCxZv,285920,0.565,0.877,5,-4.561,0,0.0614,0.00813,0.00251,0.26,0.389,118.484,4
26,Challenger,Mike Edel,5kjoQv4rj2I4cpAfVaj0EA,223080,0.667,0.639,8,-7.328,0,0.0413,0.218,0.247,0.187,0.315,125.013,4
32,Who You Are - One,The Genius Buddha Band,4E5lWUoP23YehtK5dPBkz0,242066,0.682,0.749,0,-8.461,1,0.111,0.0154,0.0,0.276,0.809,115.956,4
38,Colorado,CHAPPY,1HldoPwNAX4CP0qGi0T333,267611,0.483,0.524,5,-9.629,1,0.0352,0.0215,3.35e-05,0.307,0.218,142.953,4
44,Reckless Lover,Handsome Ghost,0CBj4kxyvLQzoEi9bV0bZ0,250800,0.529,0.54,9,-9.724,1,0.0315,0.108,0.049,0.0719,0.505,116.943,4
0,"Weight Of Living, Pt. II",Bastille,1zahcPiknqZfH5hqdhzA2V,174840,0.573,0.802,0,-5.087,1,0.0519,0.0231,4.04e-06,0.101,0.422,129.969,4
6,Human - Acoustic,Jon Bellion,2WU4ET9r25IVZGQkWOM2UL,247838,0.48,0.127,6,-15.996,1,0.217,0.892,0.0,0.173,0.324,182.389,4
12,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,272394,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
18,Woke The F*ck Up,Jon Bellion,1zTW7xRtxmprjTUDi6bAHg,219583,0.687,0.622,8,-5.338,1,0.0987,0.0406,0.0,0.0653,0.624,93.994,4
24,Life Itself,Glass Animals,32zkKx35Et6A515oZKxDkD,281406,0.699,0.67,1,-6.219,1,0.0347,0.0147,0.22,0.356,0.556,111.988,4
30,Straight into Your Arms - Bonus Track Version,Vance Joy,1ueeLdAauagzEJ9coJQMYt,217156,0.645,0.557,7,-5.883,1,0.0329,0.224,0.0,0.374,0.461,100.026,4
36,Calm Is Intention Devouring It's Frailty,Morning Teleportation,6brreszHHi521eKymfzMJD,257493,0.312,0.721,0,-6.023,1,0.0726,0.00153,0.00638,0.314,0.314,152.114,4
42,Heater,Little Car,6yHN9JUK8NzffoE3JPIjQV,169913,0.466,0.842,4,-4.366,1,0.129,0.0551,0.000125,0.0788,0.731,172.456,4
48,You Are Loved - Demo,Set It Off,5lIvgDzw7ipkDmByWbRblx,200226,0.578,0.492,7,-8.263,0,0.0319,0.346,0.0,0.0841,0.844,149.949,4
4,Normal,AJR,61tglDZdrShZWVEU6J4Ogn,185443,0.588,0.337,6,-9.829,0,0.0321,0.923,2.63e-06,0.159,0.317,95.981,4
10,warm blood,flor,6Rp79bGrzD8cWUGE1eiL8s,247414,0.561,0.786,3,-4.791,1,0.0292,0.0119,0.00217,0.0798,0.465,142.088,4
16,2 / 14,The Band CAMINO,5sCvipEhpAhVhu3K6kzm1P,163690,0.607,0.708,9,-7.428,1,0.0539,0.377,0.0,0.294,0.551,97.005,4
22,Piece of Bone,Mantaraybryn,0qevCJExBvsowAenWfWmCJ,246039,0.819,0.644,5,-5.875,0,0.0491,0.153,3.37e-05,0.102,0.335,124.982,4
28,Gold,The Last Bison,3w4rAeMuSJcNO8NgVbSHPw,197681,0.683,0.659,2,-4.196,1,0.0348,0.201,9.1e-06,0.329,0.577,93.023,4
34,Colorful,Jukebox The Ghost,4KsNm9WbBx5E7qw8ebru5l,192106,0.594,0.792,8,-5.625,0,0.0312,0.00992,0.0,0.164,0.674,156.954,4
40,Mirrors,Mos Isley,0GM2fI1SntGA1bZbSlvurZ,213380,0.483,0.835,9,-7.219,1,0.0477,0.279,5.84e-06,0.124,0.498,139.86,4
46,Matchbox,Rainbow Kitten Surprise,41xaZ4WLlKD95U5PknoJrV,172466,0.678,0.81,7,-5.665,1,0.279,0.0635,3.8e-06,0.0343,0.804,74.964,4
2,Counting Cards,Rainbow Kitten Surprise,5zzWx7oJ9zBmv76uFaFeYR,229653,0.763,0.599,9,-8.285,0,0.0417,0.0856,0.00678,0.113,0.306,110.098,4
8,Hey Child,Korbee,2NldmECxe8jE4TmLmu5Yao,241266,0.649,0.796,9,-3.89,1,0.0328,0.00267,0.000157,0.362,0.653,140.035,4
14,Crutch,Set It Off,3mp39JwEBotRVlyJZAK4mb,184826,0.562,0.694,7,-7.04,1,0.0578,0.037,0.0,0.0465,0.582,160.023,4
20,Stay the Night,Jukebox The Ghost,3dJQLmbN6vyRNxLk3hkNbX,170647,0.693,0.743,5,-5.146,0,0.0277,0.00822,3.37e-06,0.262,0.616,127.037,4
26,Miss Mysterious,Set It Off,0Hkyfh5yN9mSehPH10wzcR,271040,0.393,0.54,1,-5.974,1,0.0278,0.0942,0.0,0.108,0.39,76.303,4
32,Unamused,Made Violent,4DwqT0oTpyzME4neWx6fki,157122,0.476,0.742,11,-4.889,1,0.0293,0.00421,1.89e-06,0.228,0.91,138.887,4
38,Hurt Like Hell,The Heydaze,296TKunfRnpbT65BjC4LPi,197955,0.598,0.791,2,-4.903,1,0.0643,0.00224,1.22e-05,0.11,0.271,98.055,4
44,You & I - Alternate Version,Colony House,0hNVbtRaDqL7YBbJaPMCWw,249258,0.513,0.735,8,-7.696,1,0.0471,0.479,4.57e-05,0.206,0.609,156.515,4
0,More Than A Fool,RIVVRS,3bt5rrwwlA0DyA2s2GoPtV,196400,0.689,0.486,9,-8.057,1,0.0282,0.221,7.01e-06,0.212,0.476,109.975,3
6,Get Into My Heart,The Griswolds,3vefbcQ04HqpTFn2LJPB19,223866,0.68,0.866,0,-4.991,1,0.0411,0.00117,0.00685,0.277,0.362,113.48,4
12,Shadow of a Man,Danny Fishman,0tdoKXMd7idcoz86KbjTZt,265627,0.63,0.414,4,-8.96,1,0.0305,0.8,0.00054,0.148,0.5,117.934,4
18,Who Says We're Through,The Band CAMINO,7i082IMKU0FWcA7GzZtCzZ,249490,0.535,0.791,8,-7.081,1,0.0383,0.00752,0.00442,0.0769,0.411,103.117,4
24,Goodbye,Who Is Fancy,6K5xY7EabiBLjd2HuBQIak,206213,0.717,0.692,5,-6.735,1,0.0466,0.0635,0.00049,0.0923,0.602,114.997,4
30,The Key to Being Lonely,Bug Hunter,09vLZSOpT69M0wBBRTV1Pl,254000,0.625,0.483,1,-9.617,0,0.0509,0.292,1.02e-05,0.0824,0.66,99.779,4
36,Pretty Way to Fight,Knox Hamilton,6FI9HEkxiYljt06KHdmpKE,203666,0.526,0.892,1,-4.776,1,0.0659,0.00775,0.058,0.212,0.35,153.994,4
42,New Orleans,Parachute,6JGzDkQCxSZ33NwKptp85n,246146,0.592,0.748,9,-6.555,1,0.0378,0.0321,0.0,0.377,0.0996,127.093,4
48,Train Song,Danny Fishman,4BoNrxrQ6V0iKkExokBoKO,204401,0.664,0.595,0,-7.597,1,0.0427,0.446,0.000275,0.119,0.629,159.974,4
4,Idea Of You,Dave Matthews Band,4D61qXYCY7mVzo0QQm5ehd,284680,0.539,0.895,5,-4.983,1,0.0771,0.212,1.81e-05,0.397,0.444,142.875,4
10,See You Tomorrow,Jester,7tn2CdNNYCQutYmqihNqNe,342853,0.588,0.717,7,-7.349,1,0.0522,0.112,4.47e-05,0.112,0.795,79.977,4
16,Do You Believe In?,Sleep State,0o8iKFFPVZChkmxfRYmDHp,235746,0.618,0.814,5,-5.467,1,0.0313,0.0599,7.53e-05,0.218,0.608,111.009,4
22,Colour Me In,Carvel,1tQeNaCieVZSne8tpkX1WX,228954,0.697,0.762,9,-4.518,1,0.033,0.209,0.0026,0.113,0.735,123.959,4
28,Thunder,Mondo Cozmo,2zffJrsswcDnVhLW5sXYsp,223400,0.467,0.93,9,-2.715,1,0.041,0.00022,0.000617,0.13,0.249,126.039,4
34,Take Your Time,Vance Joy,0fqjy5gVNVmQQmxOLLfb3c,217173,0.638,0.687,7,-6.556,1,0.0351,0.4,0.000114,0.166,0.323,114.98,4
40,Bonnie & Clyde,Vance Joy,1SqtvHdK7YCSPFJLZ0a3ZD,194080,0.715,0.611,0,-5.448,1,0.0367,0.893,0.0113,0.0968,0.412,117.87,4
46,Everybody's Lonely,Jukebox The Ghost,43vzBZY7thRmxIgJqKm7XI,185693,0.493,0.746,0,-4.27,1,0.0586,0.133,0.0,0.36,0.485,184.146,4
2,Honey,Magic Man,52h6tJhAz9MDyS8MSIDeIP,223506,0.392,0.754,3,-8.721,0,0.035,0.0686,0.0145,0.097,0.454,179.026,4
8,Eggshells,Call Security,1HxkuN43cvb643TTFjeLKU,185308,0.609,0.689,3,-5.664,1,0.0293,0.034,2.63e-06,0.356,0.811,146.006,4
14,Missing You,All Time Low,0c2yZp1tTYAUiKraMdS8Yg,244823,0.56,0.731,2,-6.121,1,0.0281,0.0475,0.0,0.282,0.401,99.981,4
20,One Love,Michael Bernard Fitzgerald,4MqRAB9a6yRwHo067FXLdd,238000,0.574,0.899,0,-4.188,1,0.0342,0.00174,0.0,0.231,0.725,125.98,4
26,Confidence in Sadness,McAllister,030B9wrfhmYgzuVh1P6Yy5,264186,0.498,0.666,7,-7.522,1,0.0321,0.00207,4.15e-05,0.0945,0.402,75.028,4
32,Up,Ships Have Sailed,652JCbN6nQC5ZzrxKFweH9,238625,0.528,0.787,7,-3.689,1,0.0311,0.366,0.0,0.109,0.478,87.524,4
38,Bear Claws,The Academic,3gRBq8PfyrNu2C5yKp5xVI,213114,0.556,0.87,11,-1.901,0,0.0364,0.0165,0.0,0.0991,0.631,97.002,4
44,Doctor,Truslow,1qzXn13hcfDCbE6jEatEHF,224626,0.619,0.799,7,-4.457,1,0.0416,0.0456,0.0,0.183,0.26,136.058,4
0,Tired of Talking,LÉON,63MRutmAXJwkxhMhPHoioS,197000,0.669,0.693,9,-6.407,0,0.0695,0.127,2.94e-06,0.174,0.398,100.946,4
6,Aquaman,WALK THE MOON,71wT7aMCFPYfzutF66OLac,240000,0.63,0.772,1,-6.986,1,0.0297,0.51,2.26e-05,0.0881,0.721,99.964,4
12,Ain't Scared,The Tragic Thrills,2biu8WurRDNQmESkKcLM2k,260333,0.68,0.619,7,-7.08,1,0.028,0.0275,2e-05,0.316,0.677,119.993,4
18,Up (feat. Demi Lovato),"Olly Murs, Demi Lovato",3NKQd1uW2qHjjPpLRIJnzH,224293,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948,4
24,Queen of Hearts,We The Kings,2175SEVUYi90KNKHX4NqmV,214663,0.402,0.81,1,-4.839,0,0.0792,0.0516,0.0,0.713,0.572,84.139,4
30,Sail Into The Sun,Gentlemen Hall,5Pe4ydUnsdynr3zu9UTNFE,214600,0.551,0.849,2,-4.786,1,0.0381,0.0363,1.24e-06,0.302,0.697,105.931,4
36,Habits,Dreambeaches,34oiVDdtlMVfZ4DiRXCbNu,197034,0.316,0.891,7,-2.842,1,0.0779,0.00894,0.00439,0.919,0.349,157.746,4
42,Vow,TENDER,47DI4ZUjxi8zB2GmLSy8T3,204426,0.683,0.388,0,-8.041,0,0.0305,0.304,0.223,0.089,0.525,110.022,4
48,broken,lovelytheband,2fZZPs9gwlUoAMJRayBWMk,204878,0.667,0.716,7,-5.693,1,0.0478,0.00236,2.09e-06,0.0421,0.44,122.976,4
4,Dollar Bill,Hippo Campus,17D3saZiiduvOg7Bg6ebGw,251601,0.407,0.79,0,-5.895,1,0.0416,0.114,0.000277,0.112,0.403,134.976,4
10,Backwards,The Rare Occasions,4ERJPEkeznErVhE2y2pmKL,176760,0.538,0.855,0,-5.163,1,0.121,0.0443,0.0,0.099,0.701,117.095,4
16,Mason Jar,Smallpools,6ZtlUSe5Vt1ev5767zg46s,219933,0.292,0.862,9,-3.81,1,0.0417,0.000267,0.13,0.646,0.307,134.602,4
22,9 to 5,Smallpools,0atv7V8rRNHYY9hroCQddh,131280,0.477,0.839,5,-3.958,1,0.0438,0.00134,0.198,0.118,0.944,196.739,3
28,How’s Your Mind,Knox Hamilton,40r18cazxtgkP8TBNKN6tJ,208360,0.554,0.718,2,-4.325,1,0.0383,0.293,0.0,0.12,0.533,139.934,4
34,Little Lies You're Told,Joywave,6ZbvtVsxdqCja4bwqncmzl,198880,0.595,0.811,0,-6.992,1,0.127,0.0875,0.00062,0.122,0.434,110.015,4
40,I Need A Doctor,"Dr. Dre, Eminem, Skylar Grey",70ATm56tH7OrQ1zurYssz0,283733,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4
46,Sedona,Sleeplust,7DOvZ55XtSMzpQeK49lRiw,242561,0.588,0.716,0,-5.496,1,0.0305,0.0334,6.4e-05,0.117,0.336,92.006,4
2,Sun Veins,Hippo Campus,4dTc3yRMmsPejJSQOXJpaB,78960,0.278,0.319,6,-12.554,1,0.0326,0.825,0.943,0.084,0.0353,110.977,5
8,Vacation,Hippo Campus,1s6ZeNCxTkbN0QgzsvK2SB,274729,0.491,0.813,4,-3.899,1,0.0559,0.213,0.0212,0.0788,0.554,82.901,4
14,big fat mouth,Arlie,7ocAdyLyKNfTl0igQtSX5o,216983,0.595,0.871,2,-5.972,1,0.053,0.155,2.14e-06,0.238,0.949,128.013,4
20,No Reason To Run,Cold War Kids,5terSLsyKi9TLAa3NwKnZm,192680,0.597,0.837,5,-4.327,1,0.0327,0.103,0.0,0.423,0.589,100.035,4
26,Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y,326933,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,4
32,Lavender,Two Door Cinema Club,3UWMoh2vU4DHGcC4mUocYc,235893,0.833,0.455,2,-6.026,0,0.0699,0.0572,0.00095,0.0491,0.887,96.025,4
38,Hurricane,Amber Run,1lNFQhPyKuhOR3i9IYgfmd,186893,0.61,0.732,8,-6.569,1,0.0422,0.00487,0.00188,0.134,0.467,97.023,4
44,Transpose,Bad Suns,3f716CHeVeqmeYMxMpvTdc,233054,0.622,0.92,10,-3.224,0,0.0633,0.0312,3.97e-05,0.142,0.625,145.965,4
0,Hiy Hiy (Milkman Remix),"Lostboycrow, Milkman",6tuhSlOz8YtUfI8MHhVmFP,225500,0.696,0.627,11,-6.066,1,0.0273,0.0132,1.8e-05,0.126,0.208,104.999,4
6,where do you go,flor,4uMj5lh4vOqoP50l4efCss,207967,0.469,0.854,4,-5.03,1,0.164,0.00463,0.0,0.344,0.559,186.061,4
12,Don't Say / Go Away,Al Bairre,6hGoyQpN4hW3eUHBd1DM8y,192821,0.688,0.73,9,-5.604,1,0.031,0.0204,6.55e-05,0.105,0.749,132.034,4
18,Power,Secret Weapons,5GS5vbJnXF8jY0KBLvqf2s,205973,0.836,0.513,2,-9.131,1,0.0483,0.0641,0.00154,0.0437,0.281,110.063,4
24,Sit Next to Me,Foster The People,4BdGO1CaObRD4La9l5Zanz,243146,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,4
30,Walk on Water,The Verigolds,7MahksWf7MwkRKs8Om275V,251637,0.32,0.864,7,-3.285,1,0.0392,0.103,7.94e-06,0.0974,0.361,172.019,4
36,The Plural of Moose Is Moose,National Parks,4SUZfUcQ72Z0Tu2jmiMO9W,238000,0.467,0.578,2,-7.944,1,0.0273,0.231,4.05e-06,0.0926,0.411,164.025,4
42,Moscow,Autoheart,4ylE1Sl2wohbCvToD1fHsl,234571,0.715,0.611,0,-8.302,1,0.0324,0.183,8.51e-06,0.0786,0.817,103.987,4
48,Adderall,Max Frost,4Xx0J00u90QvnG3rwz4Itp,218025,0.681,0.891,6,-4.28,1,0.0408,0.000672,1.07e-06,0.0631,0.556,100.008,4
4,Light Outside,Absofacto,5GcA7cWANEAQEBZvF6QjzX,212571,0.676,0.692,3,-6.353,1,0.0373,0.0155,2.51e-06,0.0708,0.752,139.993,4
10,Devotion,Coleman Hell,1HbCjUms6K0N050AHHMolN,200760,0.738,0.736,9,-4.663,1,0.0993,0.00948,1.23e-05,0.198,0.474,112.045,4
16,I'm Born To Run,American Authors,6zDs6zI94L761vd0cVScTT,206920,0.62,0.93,8,-5.615,1,0.0486,0.0662,0.0,0.0788,0.675,126.041,4
22,So Tied Up,"Cold War Kids, Bishop Briggs",3msS7xaelR4Oa0n7IwHkgF,189506,0.587,0.894,0,-4.184,0,0.0402,0.0309,2.15e-05,0.179,0.81,104.993,4
28,Three-Thirty,AJR,2mmCAsWaf7hxvQckfJTF4y,210283,0.661,0.626,6,-6.106,0,0.135,0.305,0.0,0.345,0.691,95.971,4
34,A Dark Congregation,The Hush Sound,4OOyte7lHJumYvF0vL3jpq,192480,0.432,0.72,1,-6.297,1,0.0355,0.0287,0.0103,0.178,0.534,186.766,4
40,Holy Ghost,BØRNS,5ho74ZlMvEbyhFutCd8SGg,256653,0.591,0.874,6,-4.224,0,0.0562,0.00153,1.45e-05,0.0602,0.775,89.998,4
46,Apartment,Young the Giant,165lX6DbMhTzqODVZKLmkm,235800,0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,0.334,109.97,4
2,Dark Necessities,Red Hot Chili Peppers,2oaK4JLVnmRGIO9ytBE1bt,302000,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,4
8,Vines,Hippo Campus,448V07W0zPY7ep7Dtc9Ukm,159056,0.672,0.788,0,-5.5,1,0.0417,0.482,0.0,0.084,0.661,105.991,4
14,Bloom - Bonus Track,The Paper Kites,41yIvlFgvGwxq8qTqAR7eG,210080,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,4
20,In The Night,The Weeknd,25KybV9BOUlvcnv7nN3Pyo,235653,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,3
26,Bury Me Face Down,grandson,0LSzBkkQZZkwV656r6etLg,231666,0.39,0.629,1,-4.876,0,0.0469,0.0187,4.12e-05,0.0658,0.162,141.983,4
32,So Good,Louisa Johnson,20js7QbHkIuzrgecUTPfl7,190853,0.549,0.684,0,-4.875,0,0.0349,0.0938,0.0,0.235,0.408,147.012,4
38,Love You More,Olly Murs,6Flx0xGbt7MCfMURzfXci9,184626,0.701,0.534,2,-6.384,1,0.0278,0.00334,0.000509,0.115,0.0741,105.001,4
44,Superheroes,The Script,37sINbJZcFdHFAsVNsPq1i,245466,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,4
0,Black Magic,Jaymes Young,7drLhxwt6idqexeSk4Zuf4,222786,0.625,0.476,0,-8.099,1,0.04,0.495,0.0,0.513,0.55,63.0,4
6,Tongue Tied,GROUPLOVE,0GO8y8jQk1PkHzS31d699N,218013,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4
12,Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,200186,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,4
18,Coffins,MisterWives,2xtgaxm8J9Jh2rr5M7ZLFJ,188653,0.471,0.533,4,-7.842,1,0.0321,0.496,0.0,0.108,0.0972,75.954,4
24,Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",1x5sYLZiu9r5E43kMlt9f8,212459,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4
30,The Sound of Silence,Disturbed,1Cj2vqUwlJVG27gJrun92y,248466,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4
